id,category,left_gt,right_gt,left_dimensions,right_dimensions,image_bytes_equal
UN_116_em_322,identical,( - 1 ) ^ { \frac { p ( p + 1 ) } { 2 } + 1 },( - 1 ) ^ { \frac { p ( p + 1 ) } { 2 } + 1 },278x101,278x101,true
UN_116_em_323,identical,S _ { 1 4 } = \{ 3 \} \{ 5 \} \{ 7 \} \{ 9 \},S _ { 1 4 } = \{ 3 \} \{ 5 \} \{ 7 \} \{ 9 \},172x73,172x73,true
UN_116_em_324,identical,b _ { 1 } b _ { 2 } b _ { 3 } b _ { 4 },b _ { 1 } b _ { 2 } b _ { 3 } b _ { 4 },185x75,185x75,true
UN_116_em_325,identical,x _ { 1 } = x \cos \theta,x _ { 1 } = x \cos \theta,292x63,292x63,true
UN_116_em_326,identical,\int d 1,\int d 1,92x70,92x70,true
UN_116_em_327,identical,\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { 1 } { 2 k },\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { 1 } { 2 k },372x126,372x126,true
UN_116_em_328,identical,b ^ { x } a ^ { y + n },b ^ { x } a ^ { y + n },208x85,208x85,true
UN_116_em_329,identical,P ( z ) = \frac { a z + b } { c z + d },P ( z ) = \frac { a z + b } { c z + d },262x120,262x120,true
UN_116_em_330,identical,f ( x ) = f _ { 0 } + f _ { 1 } x + f _ { 2 } x ^ { 2 } + \ldots,f ( x ) = f _ { 0 } + f _ { 1 } x + f _ { 2 } x ^ { 2 } + \ldots,305x87,305x87,true
UN_116_em_331,identical,\{ a \},\{ a \},58x65,58x65,true
UN_116_em_332,identical,\tan ^ { 2 } ( \alpha ) g ^ { P },\tan ^ { 2 } ( \alpha ) g ^ { P },199x96,199x96,true
UN_116_em_333,identical,\sqrt { - \Delta c },\sqrt { - \Delta c },121x71,121x71,true
UN_116_em_334,identical,\tan \phi = b,\tan \phi = b,139x64,139x64,true
UN_116_em_335,residual,\frac 1 x,\frac { 1 } { x },102x150,102x150,true
UN_116_em_336,identical,\beta = ( \cos ^ { 4 } \theta + A \sin ^ { 4 } \theta ) ^ { \frac { 1 } { 2 } },\beta = ( \cos ^ { 4 } \theta + A \sin ^ { 4 } \theta ) ^ { \frac { 1 } { 2 } },372x112,372x112,true
UN_116_em_337,only_limits,q = \lim _ { x \rightarrow \infty } g ( x ),q = \lim \limits _ { x \rightarrow \infty } g ( x ),238x107,238x107,true
UN_116_em_338,identical,x ^ { 2 } \log x,x ^ { 2 } \log x,166x92,166x92,true
UN_116_em_339,identical,\frac { 1 } { \sqrt { V } },\frac { 1 } { \sqrt { V } },113x110,113x110,true
UN_116_em_340,identical,\frac { n ( n - 1 ) } { 2 } - \frac { ( n - 2 ) ( n - 3 ) } { 2 } = 2 n - 3,\frac { n ( n - 1 ) } { 2 } - \frac { ( n - 2 ) ( n - 3 ) } { 2 } = 2 n - 3,347x125,347x125,true
UN_116_em_341,identical,y = y ( x ),y = y ( x ),117x73,117x73,true
UN_116_em_342,identical,\frac { ( n + 3 ) n } { ( n + 2 ) ^ { 2 } ( n + 1 ) ^ { 2 } },\frac { ( n + 3 ) n } { ( n + 2 ) ^ { 2 } ( n + 1 ) ^ { 2 } },233x140,233x140,true
UN_117_em_343,identical,F ( x ) = \frac { d x } { ( 1 - x ) ^ { d } } - \frac { 1 } { ( 1 - x ) ^ { d } } + 1,F ( x ) = \frac { d x } { ( 1 - x ) ^ { d } } - \frac { 1 } { ( 1 - x ) ^ { d } } + 1,726x182,726x182,true
UN_117_em_344,identical,- \infty \leq y \leq \infty,- \infty \leq y \leq \infty,472x100,472x100,true
UN_117_em_345,identical,\frac { 1 } { 3 6 0 } ( n + 3 ) ^ { 2 } ( n + 1 ) ( n + 2 ) ( n + 4 ) ( n + 5 ),\frac { 1 } { 3 6 0 } ( n + 3 ) ^ { 2 } ( n + 1 ) ( n + 2 ) ( n + 4 ) ( n + 5 ),672x132,672x132,true
UN_117_em_346,identical,1 \div 1 0,1 \div 1 0,210x83,210x83,true
UN_117_em_347,identical,x _ { m } = \sqrt { \frac { \sqrt { 1 + 4 c ^ { 2 } } - 1 } { 2 } },x _ { m } = \sqrt { \frac { \sqrt { 1 + 4 c ^ { 2 } } - 1 } { 2 } },298x126,298x126,true
UN_117_em_348,identical,x ^ { 2 } + y ^ { 2 } + z ^ { 2 } = \frac { 1 } { 4 },x ^ { 2 } + y ^ { 2 } + z ^ { 2 } = \frac { 1 } { 4 },483x145,483x145,true
UN_117_em_349,identical,r = \sqrt { y ^ { a } y ^ { a } },r = \sqrt { y ^ { a } y ^ { a } },234x103,234x103,true
UN_117_em_350,only_limits,x = \sum _ { i = 1 } ^ { n } x _ { i } v ^ { ( i ) },x = \sum \limits _ { i = 1 } ^ { n } x _ { i } v ^ { ( i ) },484x198,484x198,true
UN_117_em_351,identical,- 1 9 . 9 4 6 9,- 1 9 . 9 4 6 9,289x85,289x85,true
UN_117_em_352,identical,2 + 1 + 1 + 1 = 2 + ( 1 + 1 + 1 ) = 3 + 2,2 + 1 + 1 + 1 = 2 + ( 1 + 1 + 1 ) = 3 + 2,777x94,777x94,true
UN_117_em_353,identical,\frac { 7 } { 1 6 } + 7,\frac { 7 } { 1 6 } + 7,161x119,161x119,true
UN_117_em_354,identical,\sum a _ { n } ( c _ { n } + ( - 1 ) ^ { n } c _ { - n } ),\sum a _ { n } ( c _ { n } + ( - 1 ) ^ { n } c _ { - n } ),530x98,530x98,true
UN_117_em_355,identical,t _ { 1 } t _ { 2 } + t _ { 2 } t _ { 3 } + t _ { 3 } t _ { 1 },t _ { 1 } t _ { 2 } + t _ { 2 } t _ { 3 } + t _ { 3 } t _ { 1 },521x91,521x91,true
UN_117_em_356,only_limits,\lim _ { r \rightarrow \infty } c ( r ) = 0,\lim \limits _ { r \rightarrow \infty } c ( r ) = 0,344x148,344x148,true
UN_117_em_357,identical,1 + 4 + 6 + 4 + 1 = 1 6,1 + 4 + 6 + 4 + 1 = 1 6,529x89,529x89,true
UN_117_em_358,identical,E \geq 1 + \pi \sqrt { \alpha / 8 } = 1 . 3 3 0 9,E \geq 1 + \pi \sqrt { \alpha / 8 } = 1 . 3 3 0 9,663x87,663x87,true
UN_117_em_359,identical,\frac { 1 } { 2 } ( l + 1 ) ( l + 2 ),\frac { 1 } { 2 } ( l + 1 ) ( l + 2 ),256x103,256x103,true
UN_117_em_360,identical,f _ { x _ { 1 } } ( x _ { 2 } ) = f _ { x _ { 1 } x _ { 2 } },f _ { x _ { 1 } } ( x _ { 2 } ) = f _ { x _ { 1 } x _ { 2 } },367x134,367x134,true
UN_117_em_361,identical,\frac { f ( 1 + \cos \theta ) } { 2 \sin \theta } = \frac { f \sin \theta } { 2 ( 1 - \cos \theta ) },\frac { f ( 1 + \cos \theta ) } { 2 \sin \theta } = \frac { f \sin \theta } { 2 ( 1 - \cos \theta ) },532x143,532x143,true
UN_117_em_362,identical,h ( x ) = \pi - h ( \pi - x ),h ( x ) = \pi - h ( \pi - x ),506x111,506x111,true
UN_117_em_363,identical,z ^ { a } = x ^ { a + 3 } + i x ^ { a + 6 },z ^ { a } = x ^ { a + 3 } + i x ^ { a + 6 },669x178,669x178,true
UN_117_em_364,identical,\int e R ( e ),\int e R ( e ),128x108,128x108,true
UN_117_em_365,identical,h \log h,h \log h,118x90,118x90,true
UN_117_em_366,identical,f _ { x } = x - [ x ],f _ { x } = x - [ x ],200x101,200x101,true
UN_117_em_367,only_limits,\int _ { 0 } ^ { 1 } d t + \int _ { 1 } ^ { \infty } d t,\int \limits _ { 0 } ^ { 1 } d t + \int \limits _ { 1 } ^ { \infty } d t,210x126,210x126,true
UN_118_em_368,identical,1 . 4 \times 1 0 ^ { - 5 } \pm 9 \times 1 0 ^ { - 6 },1 . 4 \times 1 0 ^ { - 5 } \pm 9 \times 1 0 ^ { - 6 },494x87,494x87,true
UN_118_em_369,identical,\beta = 2 \cos ( \frac { \pi } { 1 2 } ) = \frac { 1 + \sqrt { 3 } } { \sqrt { 2 } },\beta = 2 \cos ( \frac { \pi } { 1 2 } ) = \frac { 1 + \sqrt { 3 } } { \sqrt { 2 } },456x117,456x117,true
UN_118_em_370,identical,( \sqrt { 3 } - \sqrt { 2 } ) < 2 c < ( \sqrt { 3 } + \sqrt { 2 } ),( \sqrt { 3 } - \sqrt { 2 } ) < 2 c < ( \sqrt { 3 } + \sqrt { 2 } ),355x79,355x79,true
UN_118_em_371,identical,b = b _ { 1 } + b _ { 2 } + \ldots,b = b _ { 1 } + b _ { 2 } + \ldots,343x82,343x82,true
UN_118_em_372,identical,| c | = | c _ { 1 } | + | c _ { 2 } | = 0,| c | = | c _ { 1 } | + | c _ { 2 } | = 0,295x78,295x78,true
UN_118_em_373,identical,\log ( z \log z ),\log ( z \log z ),182x81,182x81,true
UN_118_em_374,identical,\frac { ( n - 1 ) ( n + 2 ) } { n ( k + n ) } + \frac { 2 } { n k },\frac { ( n - 1 ) ( n + 2 ) } { n ( k + n ) } + \frac { 2 } { n k },349x128,349x128,true
UN_118_em_375,identical,- \infty \leq x \leq 0,- \infty \leq x \leq 0,375x73,375x73,true
UN_118_em_376,identical,n ( n - 1 ) ( n - 2 ) \ldots,n ( n - 1 ) ( n - 2 ) \ldots,246x67,246x67,true
UN_118_em_377,identical,a \times a,a \times a,160x58,160x58,true
UN_118_em_378,residual,b ^ { a } _ { b c } = b ^ { a } _ { c b },b _ { b c } ^ { a } = b _ { c b } ^ { a },250x111,250x111,true
UN_118_em_379,identical,R _ { a b } R ^ { a b } - \frac { 1 } { 3 } R ^ { 2 },R _ { a b } R ^ { a b } - \frac { 1 } { 3 } R ^ { 2 },311x122,311x122,true
UN_118_em_380,identical,\int d x d p ( f - h f ^ { 2 } ) \geq 0,\int d x d p ( f - h f ^ { 2 } ) \geq 0,272x88,272x88,true
UN_118_em_381,identical,\frac { d x _ { 1 } d x _ { 2 } d u } { x _ { 1 } x _ { 2 } u },\frac { d x _ { 1 } d x _ { 2 } d u } { x _ { 1 } x _ { 2 } u },479x209,479x209,true
UN_118_em_382,identical,\forall a \in I,\forall a \in I,182x61,182x61,true
UN_118_em_383,identical,\frac { \sin \frac { k _ { 1 } \times k _ { 2 } } { 2 } } { \frac { k _ { 1 } \times k _ { 2 } } { 2 } },\frac { \sin \frac { k _ { 1 } \times k _ { 2 } } { 2 } } { \frac { k _ { 1 } \times k _ { 2 } } { 2 } },305x297,305x297,true
UN_118_em_384,identical,- x ^ { 2 } - y ^ { 3 } + 1 6 y z ^ { 3 } = 0,- x ^ { 2 } - y ^ { 3 } + 1 6 y z ^ { 3 } = 0,486x93,486x93,true
UN_118_em_385,identical,8 \times 8 \times 2 8,8 \times 8 \times 2 8,228x69,228x69,true
UN_118_em_386,identical,- 0 . 9 8 8,- 0 . 9 8 8,164x56,164x56,true
UN_118_em_387,identical,a = \frac { A - \sin ^ { 2 } \theta _ { 1 } } { \cos ^ { 2 } \theta _ { 1 } },a = \frac { A - \sin ^ { 2 } \theta _ { 1 } } { \cos ^ { 2 } \theta _ { 1 } },503x163,503x163,true
UN_118_em_388,identical,F ( y ( r ) ) e ^ { - y ( r ) },F ( y ( r ) ) e ^ { - y ( r ) },227x80,227x80,true
UN_118_em_389,identical,\sqrt { x ^ { 2 } + y ^ { 2 } },\sqrt { x ^ { 2 } + y ^ { 2 } },231x108,231x108,true
UN_118_em_390,identical,( a - b ) - ( k - b - c ) \times ( a - b ) = ( a - k + c ) \times ( a - b ),( a - b ) - ( k - b - c ) \times ( a - b ) = ( a - k + c ) \times ( a - b ),579x89,579x89,true
UN_118_em_391,identical,\sqrt { | g | } d x ^ { 1 } \ldots d x ^ { n },\sqrt { | g | } d x ^ { 1 } \ldots d x ^ { n },301x92,301x92,true
UN_118_em_392,residual,f = { \frac { a ^ { 2 } r ^ { 2 } \sin \theta } { \sqrt { 1 - A r ^ { 2 } } } },f = \frac { a ^ { 2 } r ^ { 2 } \sin \theta } { \sqrt { 1 - A r ^ { 2 } } },284x135,284x135,true
UN_119_em_393,identical,y \geq y _ { 1 },y \geq y _ { 1 },169x75,169x75,true
UN_119_em_394,identical,x \geq 1,x \geq 1,163x75,163x75,true
UN_119_em_395,identical,- \sqrt { 2 ( 2 - \sqrt { 2 } ) },- \sqrt { 2 ( 2 - \sqrt { 2 } ) },214x86,214x86,true
UN_119_em_396,identical,y = \cos ( 2 x ),y = \cos ( 2 x ),247x80,247x80,true
UN_119_em_397,identical,y ^ { 4 } = ( x - b _ { 1 } ) ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 3 } ) ^ { 2 } ( x - b _ { 4 } ) ^ { 3 },y ^ { 4 } = ( x - b _ { 1 } ) ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 3 } ) ^ { 2 } ( x - b _ { 4 } ) ^ { 3 },766x141,766x141,true
UN_119_em_398,identical,z = \int d y \sqrt { f ( y ) },z = \int d y \sqrt { f ( y ) },213x90,213x90,true
UN_119_em_399,identical,\infty \times \infty,\infty \times \infty,301x66,301x66,true
UN_119_em_400,identical,6 \times 6,6 \times 6,171x76,171x76,true
UN_119_em_401,identical,( \sin x ) ^ { - 1 },( \sin x ) ^ { - 1 },263x101,263x101,true
UN_119_em_402,identical,\frac { 1 6 } { 3 \sqrt { 3 } },\frac { 1 6 } { 3 \sqrt { 3 } },111x118,111x118,true
UN_119_em_403,identical,R ( x ) = \frac { 1 } { \sqrt { n + b \sin ( 2 n x ) } },R ( x ) = \frac { 1 } { \sqrt { n + b \sin ( 2 n x ) } },601x166,601x166,true
UN_119_em_404,identical,\frac { 1 } { 3 } n ( n - 1 ) ( 2 n - 1 ),\frac { 1 } { 3 } n ( n - 1 ) ( 2 n - 1 ),377x96,377x96,true
UN_119_em_405,identical,\int \sqrt { \gamma },\int \sqrt { \gamma },93x71,93x71,true
UN_119_em_406,only_limits,\lim _ { r \rightarrow \infty } \frac { u _ { n } ( r ) } { r ^ { n } } = 0,\lim \limits _ { r \rightarrow \infty } \frac { u _ { n } ( r ) } { r ^ { n } } = 0,481x157,481x157,true
UN_119_em_407,identical,L \sin \theta,L \sin \theta,170x77,170x77,true
UN_119_em_408,only_limits,\sum _ { n } \sin n \theta = 0,\sum \limits _ { n } \sin n \theta = 0,336x127,336x127,true
UN_119_em_409,identical,\sqrt { 2 ( 2 + \sqrt { 2 } ) },\sqrt { 2 ( 2 + \sqrt { 2 } ) },192x91,192x91,true
UN_119_em_410,identical,x _ { 1 } ( \frac { x _ { 2 } } { x _ { 1 } } ) ^ { 2 },x _ { 1 } ( \frac { x _ { 2 } } { x _ { 1 } } ) ^ { 2 },256x136,256x136,true
UN_119_em_411,identical,y ^ { 4 } = ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 2 } ) ^ { 3 } ( x - b _ { 3 } ) ^ { 3 },y ^ { 4 } = ( x - b _ { 1 } ) ^ { 2 } ( x - b _ { 2 } ) ^ { 3 } ( x - b _ { 3 } ) ^ { 3 },612x97,612x97,true
UN_119_em_412,only_limits,\lim _ { x \rightarrow 1 } p ( x ) B _ { n } ( x ),\lim \limits _ { x \rightarrow 1 } p ( x ) B _ { n } ( x ),450x114,450x114,true
UN_119_em_413,identical,\frac { 7 } { 6 },\frac { 7 } { 6 },80x98,80x98,true
UN_119_em_414,identical,M _ { 3 },M _ { 3 },73x72,73x72,true
UN_119_em_415,identical,x + x ( a ),x + x ( a ),247x76,247x76,true
UN_119_em_416,identical,"( \sin \gamma , 0 , \cos \gamma )","( \sin \gamma , 0 , \cos \gamma )",392x114,392x114,true
UN_119_em_417,identical,y \rightarrow \sqrt { n } y,y \rightarrow \sqrt { n } y,253x85,253x85,true
UN_120_em_418,identical,x ^ { 2 } + x ^ { 3 } + x ^ { 5 } = a + b,x ^ { 2 } + x ^ { 3 } + x ^ { 5 } = a + b,539x108,539x108,true
UN_120_em_419,identical,l \log l,l \log l,98x71,98x71,true
UN_120_em_420,identical,[ a ] \times [ b ],[ a ] \times [ b ],181x73,181x73,true
UN_120_em_421,identical,\frac { 1 } { 2 \pi } \int F,\frac { 1 } { 2 \pi } \int F,144x103,144x103,true
UN_120_em_422,residual,e ^ { 0 } _ { R I } ( v ^ { 0 } _ { R } ) = v ^ { 0 } _ { R } = S ^ { 0 } _ { e ^ { 0 } _ { R I } ( v ^ { 0 } _ { R } ) },e _ { R I } ^ { 0 } ( v _ { R } ^ { 0 } ) = v _ { R } ^ { 0 } = S _ { e _ { R I } ^ { 0 } ( v _ { R } ^ { 0 } ) } ^ { 0 },509x135,509x135,true
UN_120_em_423,identical,x ^ { 2 } + x - 1,x ^ { 2 } + x - 1,309x92,309x92,true
UN_120_em_424,only_limits,\sigma _ { 0 } = \lim _ { k \rightarrow 0 } \sigma _ { 0 k },\sigma _ { 0 } = \lim \limits _ { k \rightarrow 0 } \sigma _ { 0 k },481x172,481x172,true
UN_120_em_425,identical,x - y,x - y,124x67,124x67,true
UN_120_em_426,identical,\frac { 9 } { 4 },\frac { 9 } { 4 },82x129,82x129,true
UN_120_em_427,identical,- b \leq x ( p ) \leq b,- b \leq x ( p ) \leq b,344x86,344x86,true
UN_120_em_428,identical,( 3 3 ) ^ { 3 } ( 7 3 ),( 3 3 ) ^ { 3 } ( 7 3 ),150x74,150x74,true
UN_120_em_429,identical,\frac { B ^ { 2 } c ^ { 2 } } { 4 \pi \sin ^ { 2 } ( \frac { b + c } { 2 } ) },\frac { B ^ { 2 } c ^ { 2 } } { 4 \pi \sin ^ { 2 } ( \frac { b + c } { 2 } ) },313x197,313x197,true
UN_120_em_430,identical,\int d ^ { d } x \sqrt { - g } R ^ { 2 },\int d ^ { d } x \sqrt { - g } R ^ { 2 },229x111,229x111,true
UN_120_em_431,identical,y _ { 1 } y _ { 2 } y _ { 3 } y _ { 4 } y _ { 5 },y _ { 1 } y _ { 2 } y _ { 3 } y _ { 4 } y _ { 5 },318x82,318x82,true
UN_120_em_432,identical,s _ { i } = \sin \theta _ { i },s _ { i } = \sin \theta _ { i },322x91,322x91,true
UN_120_em_433,identical,u \times u,u \times u,219x66,219x66,true
UN_120_em_434,identical,\sqrt { \theta } a,\sqrt { \theta } a,108x69,108x69,true
UN_120_em_435,identical,\sin ^ { 2 } \theta,\sin ^ { 2 } \theta,181x88,181x88,true
UN_120_em_436,identical,\int T ( z ) v ( z ) d z,\int T ( z ) v ( z ) d z,264x109,264x109,true
UN_120_em_437,identical,"- \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 }","- \frac { 1 } { 2 } , - \frac { 1 } { 2 } , + \frac { 1 } { 2 } , + \frac { 1 } { 2 }",647x166,647x166,true
UN_120_em_438,only_limits,c ( w ) = \sum _ { p } c _ { - p } w ^ { p },c ( w ) = \sum \limits _ { p } c _ { - p } w ^ { p },394x110,394x110,true
UN_120_em_439,identical,\cos x m,\cos x m,269x64,269x64,true
UN_120_em_440,identical,2 ^ { - \frac { 1 3 } { 1 5 } } 3 ^ { - \frac { 2 } { 5 } } 5 ^ { - \frac { 1 } { 6 } },2 ^ { - \frac { 1 3 } { 1 5 } } 3 ^ { - \frac { 2 } { 5 } } 5 ^ { - \frac { 1 } { 6 } },432x154,432x154,true
UN_120_em_441,identical,r ^ { m } \sin ( r ),r ^ { m } \sin ( r ),263x95,263x95,true
UN_120_em_442,only_limits,\sum _ { P } n _ { P } P,\sum \limits _ { P } n _ { P } P,211x111,211x111,true
UN_121_em_443,identical,F _ { 1 2 } = - F _ { 2 1 } = - \tan \theta,F _ { 1 2 } = - F _ { 2 1 } = - \tan \theta,668x113,668x113,true
UN_121_em_444,identical,x ^ { 4 } = b r \sin \theta \cos \phi,x ^ { 4 } = b r \sin \theta \cos \phi,529x103,529x103,true
UN_121_em_445,only_limits,t ( x ) = \sum _ { n = 0 } t _ { n } \cos \frac { n x } { R },t ( x ) = \sum \limits _ { n = 0 } t _ { n } \cos \frac { n x } { R },460x112,460x112,true
UN_121_em_446,identical,L _ { 0 } + L _ { 1 } + \ldots + L _ { m } = p,L _ { 0 } + L _ { 1 } + \ldots + L _ { m } = p,435x98,435x98,true
UN_121_em_447,only_limits,\int _ { - \infty } ^ { \infty } d x \frac { d } { d x } f ( x ) = 0,\int \limits _ { - \infty } ^ { \infty } d x \frac { d } { d x } f ( x ) = 0,332x120,332x120,true
UN_121_em_448,identical,b = b _ { 0 } + b _ { 1 } + \ldots + b _ { k },b = b _ { 0 } + b _ { 1 } + \ldots + b _ { k },461x90,461x90,true
UN_121_em_449,identical,R ( t ) = - 7 2 \frac { 4 - \cos ^ { 2 } t } { ( 8 + \cos ^ { 2 } t ) ^ { 2 } },R ( t ) = - 7 2 \frac { 4 - \cos ^ { 2 } t } { ( 8 + \cos ^ { 2 } t ) ^ { 2 } },467x133,467x133,true
UN_121_em_450,identical,x + y + z = 1,x + y + z = 1,299x82,299x82,true
UN_121_em_451,identical,[ 2 ] = \frac { \sqrt { 2 } } { \sqrt { 3 } - 1 },[ 2 ] = \frac { \sqrt { 2 } } { \sqrt { 3 } - 1 },197x107,197x107,true
UN_121_em_452,identical,f - l + e _ { 1 } + e _ { 7 } + e _ { 8 } + e _ { 9 },f - l + e _ { 1 } + e _ { 7 } + e _ { 8 } + e _ { 9 },510x113,510x113,true
UN_121_em_453,identical,\tan \beta = 1,\tan \beta = 1,248x82,248x82,true
UN_121_em_454,identical,x ^ { 2 } = x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 },x ^ { 2 } = x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 },515x104,515x104,true
UN_121_em_455,identical,\int a = s \int b,\int a = s \int b,165x86,165x86,true
UN_121_em_456,identical,v \times v,v \times v,185x65,185x65,true
UN_121_em_457,identical,\ldots b a b \ldots,\ldots b a b \ldots,252x71,252x71,true
UN_121_em_458,identical,x ^ { 0 } x ^ { 1 } x ^ { 2 } x ^ { 3 } x ^ { 4 } x ^ { 5 },x ^ { 0 } x ^ { 1 } x ^ { 2 } x ^ { 3 } x ^ { 4 } x ^ { 5 },581x110,581x110,true
UN_121_em_459,identical,\frac { 2 } { ( n + 2 ) ( n + 1 ) n },\frac { 2 } { ( n + 2 ) ( n + 1 ) n },357x172,357x172,true
UN_121_em_460,identical,"( \frac { 8 } { 9 } , \frac { 8 } { 9 } )","( \frac { 8 } { 9 } , \frac { 8 } { 9 } )",126x87,126x87,true
UN_121_em_461,identical,7 ^ { - \frac { 1 } { 2 } } 2 ^ { - \frac { 5 } { 4 } } ( \frac { 5 - \sqrt { 5 } } { 5 + \sqrt { 5 } } ) ^ { \frac { 3 } { 4 } },7 ^ { - \frac { 1 } { 2 } } 2 ^ { - \frac { 5 } { 4 } } ( \frac { 5 - \sqrt { 5 } } { 5 + \sqrt { 5 } } ) ^ { \frac { 3 } { 4 } },324x147,324x147,true
UN_121_em_462,identical,\cos 4 \alpha = - 1,\cos 4 \alpha = - 1,318x77,318x77,true
UN_121_em_463,identical,\int d y f ( y ) = 1,\int d y f ( y ) = 1,168x90,168x90,true
UN_121_em_464,identical,[ b ] \times [ b ],[ b ] \times [ b ],152x73,152x73,true
UN_121_em_465,identical,- \frac { 1 } { 8 } c ^ { 3 },- \frac { 1 } { 8 } c ^ { 3 },156x120,156x120,true
UN_121_em_466,identical,x + h,x + h,139x69,139x69,true
UN_121_em_467,identical,0 \div 4,0 \div 4,108x65,108x65,true
UN_122_em_468,identical,v = ( \tan y _ { 0 } ) u,v = ( \tan y _ { 0 } ) u,310x98,310x98,true
UN_122_em_469,identical,2 ( \sin \gamma S ^ { 3 } ) ^ { 2 } = 1 - \cos 2 \gamma S ^ { 3 },2 ( \sin \gamma S ^ { 3 } ) ^ { 2 } = 1 - \cos 2 \gamma S ^ { 3 },526x117,526x117,true
UN_122_em_470,identical,Y _ { 0 } + Y _ { 4 } + Y _ { 8 } + \ldots,Y _ { 0 } + Y _ { 4 } + Y _ { 8 } + \ldots,370x97,370x97,true
UN_122_em_471,identical,s = - 1 - \sqrt { 1 - \frac { \alpha ^ { 2 } } { 4 } },s = - 1 - \sqrt { 1 - \frac { \alpha ^ { 2 } } { 4 } },324x115,324x115,true
UN_122_em_472,identical,x - x _ { o },x - x _ { o },234x80,234x80,true
UN_122_em_473,residual,z = { ( \sin \frac { 1 } { 2 } \theta _ { 1 2 } \sin \frac { 1 } { 2 } \theta _ { 3 4 } ) } / { ( \sin \frac { 1 } { 2 } \theta _ { 1 3 } \sin \frac { 1 } { 2 } \theta _ { 2 4 } ) },z = ( \sin \frac { 1 } { 2 } \theta _ { 1 2 } \sin \frac { 1 } { 2 } \theta _ { 3 4 } ) / ( \sin \frac { 1 } { 2 } \theta _ { 1 3 } \sin \frac { 1 } { 2 } \theta _ { 2 4 } ),712x141,712x141,true
UN_122_em_474,identical,"y _ { 7 } , y _ { 8 } , y _ { 9 } , y _ { 1 0 }","y _ { 7 } , y _ { 8 } , y _ { 9 } , y _ { 1 0 }",255x110,255x110,true
UN_122_em_475,identical,f _ { a b c } = f _ { b c a } = f _ { c a b },f _ { a b c } = f _ { b c a } = f _ { c a b },374x107,374x107,true
UN_122_em_476,identical,\int d ^ { d } x \sqrt { g },\int d ^ { d } x \sqrt { g },165x96,165x96,true
UN_122_em_477,identical,x _ { 2 } = x \sin \theta,x _ { 2 } = x \sin \theta,365x96,365x96,true
UN_122_em_478,identical,x \rightarrow \frac { x - b x ^ { 2 } } { 1 - 2 b x + b ^ { 2 } x ^ { 2 } },x \rightarrow \frac { x - b x ^ { 2 } } { 1 - 2 b x + b ^ { 2 } x ^ { 2 } },525x206,525x206,true
UN_122_em_479,identical,S ^ { m },S ^ { m },76x75,76x75,true
UN_122_em_480,identical,B _ { 2 3 } = \tan \theta,B _ { 2 3 } = \tan \theta,247x90,247x90,true
UN_122_em_481,identical,x + y,x + y,141x86,141x86,true
UN_122_em_482,identical,\sin \gamma L,\sin \gamma L,189x100,189x100,true
UN_122_em_483,only_limits,\sum _ { a } x _ { a } = 1,\sum \limits _ { a } x _ { a } = 1,308x143,308x143,true
UN_122_em_484,identical,x _ { 0 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1,x _ { 0 } ^ { 2 } + x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } = 1,922x153,922x153,true
UN_122_em_485,identical,\alpha _ { x y } e _ { x } e _ { y } + \alpha _ { y y } e _ { y } ^ { 2 },\alpha _ { x y } e _ { x } e _ { y } + \alpha _ { y y } e _ { y } ^ { 2 },640x138,640x138,true
UN_122_em_486,identical,\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { m - 1 } { 2 ( k + m - 2 ) },\frac { n - 1 } { 2 ( k + n - 2 ) } + \frac { m - 1 } { 2 ( k + m - 2 ) },635x181,635x181,true
UN_122_em_487,identical,- 7 ^ { - \frac { 1 } { 2 } } 2 ^ { - \frac { 5 } { 4 } } ( \frac { 5 + \sqrt { 5 } } { 5 - \sqrt { 5 } } ) ^ { \frac { 1 } { 4 } },- 7 ^ { - \frac { 1 } { 2 } } 2 ^ { - \frac { 5 } { 4 } } ( \frac { 5 + \sqrt { 5 } } { 5 - \sqrt { 5 } } ) ^ { \frac { 1 } { 4 } },253x114,253x114,true
UN_122_em_488,identical,+ x _ { 3 },+ x _ { 3 },97x74,97x74,true
UN_122_em_489,identical,x _ { 1 } = \frac { x } { z },x _ { 1 } = \frac { x } { z },212x145,212x145,true
