sample_id,status,error,height,width,ground_truth_bttr,ground_truth_posformer,san_prediction,bttr_exact,bttr_no_limits,posformer_exact,posformer_no_limits,time_ms
UN19_1026_em_373,ok,,82,238,r = \sqrt { x ^ { a } x ^ { a } },r = \sqrt { x ^ { a } x ^ { a } },r = \sqrt { x ^ { a } x ^ { a } },1,1,1,1,47.614900
ISICal19_1204_em_803,ok,,139,286,x ^ { 4 } - x ^ { 7 },x ^ { 4 } - x ^ { 7 },x ^ { 4 } - x ^ { 7 },1,1,1,1,62.628800
UN19wb_1110_em_1032,ok,,78,271,\sin \beta _ { n } x,\sin \beta _ { n } x,\sin \beta _ { n } x,1,1,1,1,22.093700
UN19_1008_em_112,ok,,73,65,T r,T r,T r,1,1,1,1,16.981400
UN19_1009_em_130,ok,,167,394,\int d ^ { d } x e ( x ),\int d ^ { d } x e ( x ),\int d ^ { d } x e ( x ),1,1,1,1,78.654400
UN19_1021_em_293,ok,,126,225,"\forall l , j","\forall l , j","V l , j",0,0,0,0,72.628400
ISICal19_1210_em_880,ok,,86,448,( f + g ) ( x ) = f ( x ) + g ( x ),( f + g ) ( x ) = f ( x ) + g ( x ),( f + g ) ( x ) = f ( x ) + g ( x ),1,1,1,1,87.238700
ISICal19_1206_em_830,ok,,67,730,M = M _ { 0 } + M _ { 1 } Y + M _ { 2 } [ I ( I + 1 ) - \frac { 1 } { 4 } Y ^ { 2 } ] - M _ { 3 } S ( S + 1 ),M = M _ { 0 } + M _ { 1 } Y + M _ { 2 } [ I ( I + 1 ) - \frac { 1 } { 4 } Y ^ { 2 } ] - M _ { 3 } S ( S + 1 ),"M = M _ { 0 } + M , Y + M _ { 2 } [ I ( I + 1 - \frac { 1 } { 4 } y ^ { 2 } - 7 - M _ { 3 } 5 ( 5 + 1 )",0,0,0,0,232.883300
UN19_1024_em_340,ok,,125,297,\frac { n } { 2 } + \frac { m } { 2 } b ^ { - 2 },\frac { n } { 2 } + \frac { m } { 2 } b ^ { - 2 },\frac { n } { 2 } + \frac { m } { 2 } b ^ { - 2 },1,1,1,1,38.281000
UN19_1041_em_590,ok,,134,269,b \neq h,b \neq h,b \neq h,1,1,1,1,63.237500
UN19wb_1113_em_1066,ok,,72,267,\cos { \alpha } = 1,\cos \alpha = 1,\cos \alpha = 1,0,0,1,1,45.178200
UN19_1049_em_715,ok,,122,699,1 + 1 6 + 3 6 + 1 6 + 1 = 7 0,1 + 1 6 + 3 6 + 1 6 + 1 = 7 0,1 + 1 6 + 3 6 + 1 6 + 1 = 7 0,1,1,1,1,83.193200
ISICal19_1201_em_752,ok,,91,241,z ( \log z ) ^ { n },z ( \log z ) ^ { n },z ( \log z ) ^ { n },1,1,1,1,26.169500
UN19_1046_em_660,ok,,98,247,8 9 ( 1 9 6 1 ) 9,8 9 ( 1 9 6 1 ) 9,8 9 ( 1 9 6 1 ) 9,1,1,1,1,77.200700
UN19wb_1106_em_966,ok,,95,261,3 n - 3 + 1,3 n - 3 + 1,3 n - 3 + 1,1,1,1,1,23.222800
UN19_1006_em_87,ok,,106,620,r = | x | = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },r = | x | = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + x _ { 3 } ^ { 2 } },r = | x | = \sqrt { x _ { 1 } ^ { 2 } + x _ { 2 } ^ { 2 } + a _ { 3 } ^ { 2 } },0,0,0,0,158.340900
UN19_1050_em_730,ok,,117,281,2 5 \sqrt [ 5 ] { 2 ^ { - 2 1 } 3 ^ { 8 } },2 5 \sqrt [ 5 ] { 2 ^ { - 2 1 } 3 ^ { 8 } },2 5 ^ { 5 } \sqrt { 2 ^ { - 1 } 3 ^ { 8 } },0,0,0,0,41.500800
UN19wb_1117_em_1127,ok,,158,101,\frac { 1 } { \sqrt { 3 } },\frac { 1 } { \sqrt { 3 } },\frac { 1 } { \sqrt { 3 } },1,1,1,1,172.388600
UN19_1043_em_616,ok,,196,258,\sum p _ { i },\sum p _ { i },\sum _ { i } P _ { i },0,0,0,0,94.401200
UN19_1048_em_692,ok,,107,648,( 1 + 0 ) + ( 1 + 0 ) + ( 0 + 0 ),( 1 + 0 ) + ( 1 + 0 ) + ( 0 + 0 ),( 1 + 0 ) + ( 1 + 0 ) + ( 0 + 0 ),1,1,1,1,92.857800
UN19wb_1108_em_994,ok,,108,131,- \int b B,- \int b B,- \int b B,1,1,1,1,22.984900
UN19wb_1119_em_1165,ok,,89,249,e \sin \frac { \theta } { 2 } = 1,e \sin \frac { \theta } { 2 } = 1,e \sin \frac { 0 } { 2 } = 1,0,0,0,0,34.705800
UN19_1036_em_520,ok,,133,596,h \geq 3 \times 2 + 1 = 7,h \geq 3 \times 2 + 1 = 7,h \geq 3 \times 2 + 1 = 7,1,1,1,1,31.990400
ISICal19_1210_em_871,ok,,73,273,- a < b \leq a,- a < b \leq a,- a < b \leq a,1,1,1,1,21.759500
UN19_1032_em_454,ok,,143,312,\lim _ { l \rightarrow \infty } x ( l ),\lim \limits _ { l \rightarrow \infty } x ( l ),\lim _ { l \rightarrow \infty } x \int P ),0,0,0,0,81.597600
UN19_1033_em_476,ok,,130,431,n = \frac { n _ { 2 } } { n _ { 1 } - 1 } = \frac { n _ { 3 } } { n _ { 1 } - 1 },n = \frac { n _ { 2 } } { n _ { 1 } - 1 } = \frac { n _ { 3 } } { n _ { 1 } - 1 },n = \frac { n _ { 2 } } { n _ { 1 } - 1 } = \frac { n _ { 3 } } { n - 1 },0,0,0,0,93.883700
UN19_1017_em_225,ok,,133,145,\frac { w } { w },\frac { w } { w },\frac { x } { x },0,0,0,0,91.555900
UN19_1025_em_353,ok,,130,387,z = \frac { 1 } { \sqrt { 2 } } = ( x + i y ),z = \frac { 1 } { \sqrt { 2 } } = ( x + i y ),z = \frac { 1 } { \sqrt { 2 } } = ( x + i y ),1,1,1,1,40.523700
UN19_1040_em_583,ok,,137,394,\tan \theta = f,\tan \theta = f,\tan \theta = f,1,1,1,1,20.653100
UN19_1024_em_334,ok,,155,514,- \frac \pi { 2 \beta } \leq x \leq \frac \pi { 2 \beta },- \frac { \pi } { 2 \beta } \leq x \leq \frac { \pi } { 2 \beta },- \frac { \pi } { 2 \beta } \leq x \leq \frac { \pi } { 2 \beta },0,0,1,1,110.492800
UN19_1031_em_445,ok,,131,487,u _ { 1 } = \{ x \} \{ y \} \{ z \},u _ { 1 } = \{ x \} \{ y \} \{ z \},u _ { 1 } = \sum x 3 \sum y 3 \sum 2 3,0,0,0,0,97.007200
UN19_1030_em_422,ok,,105,434,( d + 1 + n ) \times ( d + 1 + n ),( d + 1 + n ) \times ( d + 1 + n ),( d + 1 + n ) \times ( d + 1 + n ),1,1,1,1,31.396200
ISICal19_1211_em_893,ok,,111,232,\frac { 1 } { x } x = 1,\frac { 1 } { x } x = 1,\frac { 1 } { x } x = 1,1,1,1,1,30.580800
UN19_1042_em_609,ok,,167,217,\int C ^ { ( p + 1 ) },\int C ^ { ( p + 1 ) },\int ( ^ { ( f ) + 1 ) },0,0,0,0,83.145600
UN19_1020_em_280,ok,,130,761,"f ( y , \cos ( y ) , \sin ( y ) )","f ( y , \cos ( y ) , \sin ( y ) )","f ( y _ { 1 } \cos ( y ) , \sin ( y ) )",0,0,0,0,159.799500
UN19wb_1119_em_1158,ok,,93,186,b = - \int g,b = - \int g,b = - \int g,1,1,1,1,66.481900
ISICal19_1205_em_810,ok,,81,221,A = \sum _ { x } m _ { x } ( x ),A = \sum \limits _ { x } m _ { x } ( x ),A = \sum _ { m } m _ { a } ( x ),0,0,0,0,44.479500
ISICal19_1209_em_869,ok,,147,529,| k | ^ { - 1 } \sin | k | u,| k | ^ { - 1 } \sin | k | u,| k | ^ { - 1 } \sin | k | u,1,1,1,1,77.438500
UN19wb_1107_em_979,ok,,97,487,\sin ^ { 2 } \alpha + \cos ^ { 2 } \alpha = 1,\sin ^ { 2 } \alpha + \cos ^ { 2 } \alpha = 1,\sin ^ { 2 } \alpha + \cos ^ { 2 } \alpha = 1,1,1,1,1,33.586100
UN19wb_1107_em_984,ok,,103,342,z ^ { - n } e ^ { - \frac { m } { z } } + \ldots,z ^ { - n } e ^ { - \frac { m } { z } } + \ldots,z ^ { - n } e ^ { - \frac { m } { \gamma } } + \cdots,0,0,0,0,34.347400
UN19_1005_em_64,ok,,149,806,a = \frac { 1 } { \sqrt { 2 } } ( A + B ) b = \frac { 1 } { \sqrt { 2 } } ( A - B ),a = \frac { 1 } { \sqrt { 2 } } ( A + B ) b = \frac { 1 } { \sqrt { 2 } } ( A - B ),a = \frac { 1 } { \sqrt { 2 } } ( A + B ) b = \frac { 1 } { \sqrt { 2 } } ( A - B ),1,1,1,1,112.733300
UN19_1029_em_407,ok,,97,324,u ^ { n + 1 } = \cos { r },u ^ { n + 1 } = \cos r,u ^ { n + 1 } = \cos \pi,0,0,0,0,28.326400
UN19_1047_em_682,ok,,142,581,\frac { 1 } { 8 } ( 3 n ^ { 3 } + 4 n ^ { 2 } + 1 5 n + 1 0 ),\frac { 1 } { 8 } ( 3 n ^ { 3 } + 4 n ^ { 2 } + 1 5 n + 1 0 ),\frac { 1 } { f } ( 3 n ^ { 2 } + 4 a ^ { 2 } + 1 5 n + 1 0 ),0,0,0,0,94.392300
UN19_1007_em_91,ok,,117,312,( \frac { 1 } { 3 } + \frac { 5 } { 2 \pi ^ { 2 } n ^ { 2 } } ),( \frac { 1 } { 3 } + \frac { 5 } { 2 \pi ^ { 2 } n ^ { 2 } } ),( \frac { 1 } { 3 } + \frac { 5 } { 2 \pi ^ { 2 } n ^ { 2 } } ),1,1,1,1,92.856600
UN19wb_1114_em_1086,ok,,149,379,[ 3 ] [ 3 ] [ 4 ],[ 3 ] [ 3 ] [ 4 ],[ 3 \sqrt { [ ] [ \alpha _ { 1 } ] },0,0,0,0,83.052300
UN19_1026_em_366,ok,,84,411,"x ^ { 3 } , x ^ { 4 } , x ^ { 5 } , x ^ { 7 } , x ^ { 8 } , x ^ { 9 }","x ^ { 3 } , x ^ { 4 } , x ^ { 5 } , x ^ { 7 } , x ^ { 8 } , x ^ { 9 }","x ^ { 2 } , x ^ { 4 } , x ^ { 5 } - x ^ { 7 } , x ^ { 8 } x ^ { 0 }",0,0,0,0,106.074900
UN19wb_1121_em_1196,ok,,67,116,8 \times 8,8 \times 8,8 \times 8,1,1,1,1,22.174800
UN19_1021_em_286,ok,,79,247,x - t,x - t,x - r,0,0,0,0,20.625900
UN19wb_1112_em_1055,ok,,115,227,\sin y _ { 0 },\sin y _ { 0 },\sin y _ { 0 },1,1,1,1,43.427600
UN19_1009_em_125,ok,,133,187,\sqrt { - g },\sqrt { - g },\sqrt { - g },1,1,1,1,18.433200
UN19_1050_em_729,ok,,94,193,b = \sqrt { a },b = \sqrt { a },b = \sqrt { a },1,1,1,1,19.332400
UN19wb_1115_em_1109,ok,,99,279,\tan \theta / 2,\tan \theta / 2,\tan \theta / 2,1,1,1,1,18.646100
UN19_1008_em_107,ok,,150,184,y = \frac { p } { q } x,y = \frac { p } { q } x,y = \frac { p } { q } x,1,1,1,1,71.084700
UN19wb_1110_em_1027,ok,,111,414,\lim _ { p \rightarrow \infty } u ( | p | ) = \infty,\lim \limits _ { p \rightarrow \infty } u ( | p | ) = \infty,\lim _ { p \rightarrow \infty } u ( | p | ) = \infty,1,1,0,1,34.389700
ISICal19_1207_em_842,ok,,105,364,G _ { 0 } = \lim _ { m \rightarrow 0 } G,G _ { 0 } = \lim \limits _ { m \rightarrow 0 } G,G _ { 0 } = \lim _ { m \rightarrow 0 } G,1,1,0,1,31.878200
UN19_1041_em_585,ok,,236,558,\int x ^ { m } ( a + b x ^ { n } ) ^ { p } d x,\int x ^ { m } ( a + b x ^ { n } ) ^ { p } d x,\int x ^ { m } ( a + b x ^ { n } ) ^ { p } d x,1,1,1,1,206.547200
ISICal19_1206_em_825,ok,,128,239,"( \frac { 5 } { 7 } , \frac { 5 } { 7 } )","( \frac { 5 } { 7 } , \frac { 5 } { 7 } )","( \frac { 5 } { 7 } , \frac { 5 } { 7 } )",1,1,1,1,30.493600
UN19_1016_em_223,ok,,130,772,x _ { k + 1 } x _ { k } - x _ { k } x _ { k + 1 } = 0,x _ { k + 1 } x _ { k } - x _ { k } x _ { k + 1 } = 0,x _ { k } + 1 x _ { k } - x _ { k } x _ { k } + 1 = 0,0,0,0,0,143.298200
UN19_1010_em_145,ok,,78,385,w ^ { i + j } + w ^ { - j } + w ^ { - i },w ^ { i + j } + w ^ { - j } + w ^ { - i },w ^ { i + j } + w ^ { j } + w ^ { i },0,0,0,0,112.119000
UN19_1028_em_401,ok,,125,503,[ a b ] = \frac { 1 } { 2 } ( a b - b a ),[ a b ] = \frac { 1 } { 2 } ( a b - b a ),[ a b ] = \frac { 1 } { 2 } ( a b - b a ),1,1,1,1,104.529000
UN19wb_1111_em_1048,ok,,73,175,x ^ { 5 } - x ^ { 7 },x ^ { 5 } - x ^ { 7 },x ^ { 5 } - x ^ { 7 },1,1,1,1,33.902700
UN19wb_1116_em_1114,ok,,91,154,Y \times Y,Y \times Y,Y \times Y,1,1,1,1,21.339100
UN19_1028_em_394,ok,,84,496,\tan \alpha \tan \theta ^ { \prime } = - 1,\tan \alpha \tan \theta ^ { \prime } = - 1,\tan \alpha \tan \theta ^ { \prime },0,0,0,0,84.381400
UN19_1003_em_43,ok,,95,480,x _ { n + 1 } + x _ { n } = x _ { 2 },x _ { n + 1 } + x _ { n } = x _ { 2 },x _ { n + 1 } + x _ { n } = x _ { 2 },1,1,1,1,89.901200
ISICal19_1203_em_785,ok,,91,361,2 \pi - \frac { 2 \pi } { 3 } = \frac { 4 \pi } { 3 },2 \pi - \frac { 2 \pi } { 3 } = \frac { 4 \pi } { 3 },2 \pi - \frac { 2 \infty } { 3 } = \frac { 4 \pi } { 3 },0,0,0,0,39.339800
UN19_1012_em_176,ok,,164,142,\frac { 1 } { \sqrt { 8 } },\frac { 1 } { \sqrt { 8 } },\frac { 1 } { \sqrt { 8 } },1,1,1,1,84.547500
UN19_1004_em_56,ok,,235,323,- \frac { 9 } { 7 6 8 },- \frac { 9 } { 7 6 8 },- \frac { g } { f 6 B },0,0,0,0,176.777600
UN19_1018_em_254,ok,,89,345,- 9 . 9 5 9 9,- 9 . 9 5 9 9,- 9 . 9 9 9 9,0,0,0,0,27.389200
UN19wb_1120_em_1181,ok,,69,193,x ^ { 3 } - x ^ { 7 },x ^ { 3 } - x ^ { 7 },x ^ { 3 } - x ^ { 7 },1,1,1,1,27.075400
UN19wb_1104_em_934,ok,,111,537,x ^ { 4 } + u x ^ { 2 } + q x + r = 0,x ^ { 4 } + u x ^ { 2 } + q x + r = 0,x ^ { 4 } + w x ^ { 2 } + q x + r = 0,0,0,0,0,91.478000
UN19_1034_em_492,ok,,252,444,\sum _ { i = 0 } ^ { n - 1 } g _ { i + 1 } x ^ { i },\sum \limits _ { i = 0 } ^ { n - 1 } g _ { i + 1 } x ^ { i },\sum _ { i = 0 } ^ { n - 1 } g _ { i + 1 8 ^ { i } },0,0,0,0,184.890600
UN19wb_1105_em_953,ok,,110,273,\frac { 2 } { 5 } = \frac { 1 } { 3 } + \frac { 1 } { 1 5 },\frac { 2 } { 5 } = \frac { 1 } { 3 } + \frac { 1 } { 1 5 },\frac { 2 } { 5 } = \frac { 1 } { 3 } + \frac { 1 } { 1 5 },1,1,1,1,43.968100
UN19_1044_em_632,ok,,124,845,\phi _ { 0 } = d x ^ { 1 3 6 } + d x ^ { 2 3 5 } + d x ^ { 1 4 5 } - d x ^ { 2 4 6 } - d x ^ { 1 2 7 } - d x ^ { 3 4 7 } - d x ^ { 5 6 7 },\phi _ { 0 } = d x ^ { 1 3 6 } + d x ^ { 2 3 5 } + d x ^ { 1 4 5 } - d x ^ { 2 4 6 } - d x ^ { 1 2 7 } - d x ^ { 3 4 7 } - d x ^ { 5 6 7 },\phi _ { 0 } = d x ^ { 3 6 } + d x ^ { 5 } + d x ( x - d d x ^ { x + 6 } - d x ^ { 2 } - d x ^ { 3 } - a f ( 6 ),0,0,0,0,95.315500
ISICal19_1202_em_767,ok,,236,599,\lim _ { r \rightarrow \infty } \int _ { k _ { 1 } r } ^ { \infty } d x f ( x ) / x = 0,\lim \limits _ { r \rightarrow \infty } \int \limits _ { k _ { 1 } r } ^ { \infty } d x f ( x ) / x = 0,\lim _ { \gamma \rightarrow \infty } \int _ { \infty } ^ { \infty } d x f ( x ) / x = 0,0,0,0,0,219.911500
UN19_1045_em_655,ok,,82,305,b c + c b,b c + c b,b c + c b,1,1,1,1,20.809700
UN19_1013_em_194,ok,,144,827,| a | = | x ^ { 1 } | + \ldots + | x ^ { n } |,| a | = | x ^ { 1 } | + \ldots + | x ^ { n } |,| a | = ( x ^ { 1 } | + \ldots + | x ^ { n } |,0,0,0,0,207.851700
UN19_1037_em_526,ok,,169,801,[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ],[ a _ { 1 } ] \times [ b _ { 2 } ] \times [ b _ { 3 } ],[ a _ { 1 } \int \times [ b _ { 2 } \int \times [ b _ { 3 } \int,0,0,0,0,88.539400
UN19_1027_em_384,ok,,109,434,4 n = \frac { 2 n \times 2 n } { n },4 n = \frac { 2 n \times 2 n } { n },4 n = \frac { 2 n \times 2 n } { n },1,1,1,1,80.465200
UN19_1027_em_379,ok,,101,303,\lim \sqrt { x },\lim \sqrt { x },\lim \sqrt { x },1,1,1,1,20.993300
UN19_1042_em_610,ok,,104,698,2 4 - 4 - 2 ( 3 + 3 + 2 ) = 4,2 4 - 4 - 2 ( 3 + 3 + 2 ) = 4,2 4 - 4 - 2 3 + 3 + 2 ) = 4,0,0,0,0,141.931300
UN19_1051_em_736,ok,,204,312,\frac { | \sin \Delta | } { \sin \Delta },\frac { | \sin \Delta | } { \sin \Delta },\frac { | \sin \Delta | } { \sin \Delta },1,1,1,1,104.436400
UN19_1044_em_630,ok,,199,451,y \leq x,y \leq x,\int \leq \leq X,0,0,0,0,183.734500
ISICal19_1202_em_765,ok,,123,262,x ^ { 1 } y ^ { 1 } x ^ { 3 },x ^ { 1 } y ^ { 1 } x ^ { 3 },x ^ { 1 } y ^ { 1 } x ^ { 3 },1,1,1,1,30.105200
UN19_1045_em_657,ok,,93,384,+ 7 + 8 + 1 1,+ 7 + 8 + 1 1,+ 7 + 8 + 1 1,1,1,1,1,27.730400
UN19wb_1104_em_936,ok,,123,442,"4 4 , 4 8 - 4 4 , 4 9","4 4 , 4 8 - 4 4 , 4 9","4 4 , 4 8 - 4 4 , 4 9",1,1,1,1,100.988200
UN19wb_1120_em_1183,ok,,96,120,- \frac { 1 } { \sqrt { 3 } },- \frac { 1 } { \sqrt { 3 } },- \frac { 1 } { \sqrt { 3 } },1,1,1,1,28.408400
UN19_1034_em_490,ok,,139,581,z ^ { a } = x ^ { 2 a - 1 } + i x ^ { 2 a },z ^ { a } = x ^ { 2 a - 1 } + i x ^ { 2 a },2 ^ { a } = x ^ { 2 a - 1 } + i x ^ { 2 a },0,0,0,0,94.298000
UN19wb_1105_em_951,ok,,65,245,x = \tan \theta,x = \tan \theta,x = \tan \theta,1,1,1,1,21.804800
UN19_1011_em_158,ok,,118,227,\int \sqrt { g } R ^ { 2 },\int \sqrt { g } R ^ { 2 },\int \sqrt { g } ^ { g } R ^ { 2 },0,0,0,0,30.334800
UN19_1003_em_39,ok,,111,365,R = \frac { 1 } { 2 } \sqrt { a _ { 3 } + a _ { 1 } },R = \frac { 1 } { 2 } \sqrt { a _ { 3 } + a _ { 1 } },B = \frac { 1 } { 2 } \sqrt { a _ { 3 } + a _ { 1 } },0,0,0,0,93.349600
UN19_1004_em_54,ok,,256,445,( \frac { p 2 ^ { - p } } { 1 + p } - 1 ),( \frac { p 2 ^ { - p } } { 1 + p } - 1 ),( \frac { p 2 - p } { 1 + p } - 1 ),0,0,0,0,91.384200
UN19_1042_em_612,ok,,129,326,\cos ( n X ),\cos ( n X ),\cos ( \cos ),0,0,0,0,75.622800
ISICal19_1211_em_888,ok,,70,160,t - t,t - t,t - t,1,1,1,1,23.543000
UN19wb_1102_em_914,ok,,85,450,- a \leq x \leq a,- a \leq x \leq a,- a \leq x \leq a,1,1,1,1,27.728300
UN19_1027_em_386,ok,,179,131,\frac { 1 } { \sqrt { 3 } },\frac { 1 } { \sqrt { 3 } },\frac { 1 } { \sqrt { 3 } },1,1,1,1,110.426200
UN19_1025_em_348,ok,,183,89,\frac { 9 } { 2 },\frac { 9 } { 2 },\frac { 9 } { 2 },1,1,1,1,163.343800
ISICal19_1207_em_840,ok,,134,168,\sqrt { - M },\sqrt { - M },\sqrt { - M },1,1,1,1,62.097300
UN19_1041_em_587,ok,,145,720,( e ^ { 3 } e ^ { 7 } ) e ^ { 5 } - e ^ { 3 } ( e ^ { 7 } e ^ { 5 } ) = - e ^ { 1 },( e ^ { 3 } e ^ { 7 } ) e ^ { 5 } - e ^ { 3 } ( e ^ { 7 } e ^ { 5 } ) = - e ^ { 1 },( e ^ { 3 } e ^ { 7 } ) e ^ { 5 } - e ^ { 3 } ( e ^ { 7 } e ^ { 5 } ) = - e ^ { 1 },1,1,1,1,156.666900
ISICal19_1206_em_827,ok,,113,519,m n t ^ { n } ( n - 1 + m n t ^ { n } ),m n t ^ { n } ( n - 1 + m n t ^ { n } ),m n + ^ { n } ( n - 1 + m n t ^ { n } ),0,0,0,0,38.763900
UN19_1016_em_221,ok,,227,759,y _ { m i n } = \frac { \alpha } { 2 m ^ { 2 } } + \sqrt { \frac { \alpha ^ { 2 } + 4 m ^ { 2 } \beta } { 4 m ^ { 2 } } },y _ { m i n } = \frac { \alpha } { 2 m ^ { 2 } } + \sqrt { \frac { \alpha ^ { 2 } + 4 m ^ { 2 } \beta } { 4 m ^ { 2 } } },y m \frac { \alpha } { 2 m ^ { 2 } } + \frac { \sqrt { \alpha ^ { 2 } + 4 m ^ { 2 } \beta } } { 4 m ^ { 2 } },0,0,0,0,222.669100
UN19wb_1112_em_1057,ok,,73,243,n { \times } n,n \times n,n \times n,0,0,1,1,36.067300
UN19_1009_em_127,ok,,132,499,X \times X \times X,X \times X \times X,X \times X \times X,1,1,1,1,123.328300
UN19_1008_em_105,ok,,121,217,\lim _ { z \rightarrow 1 } \sum z ^ { n },\lim \limits _ { z \rightarrow 1 } \sum z ^ { n },\lim _ { 3 \rightarrow 1 } \sum 3 ^ { n },0,0,0,0,76.627000
UN19wb_1110_em_1025,ok,,91,177,+ 7 8,+ 7 8,+ 7 8,1,1,1,1,36.627500
UN19wb_1114_em_1084,ok,,80,138,a \neq 5,a \neq 5,a \neq 5,1,1,1,1,17.470700
UN19_1026_em_364,ok,,57,380,a _ { 1 } + a _ { 2 } + a _ { 3 } + a _ { 6 },a _ { 1 } + a _ { 2 } + a _ { 3 } + a _ { 6 },a _ { 1 } + a _ { 2 } + a _ { 3 } + a _ { 6 },1,1,1,1,152.970300
UN19wb_1121_em_1194,ok,,91,95,\frac { 1 4 9 } { 8 4 },\frac { 1 4 9 } { 8 4 },\frac { 1 4 9 } { 8 4 },1,1,1,1,22.302800
UN19_1003_em_41,ok,,85,319,3 \times 3 \times 3,3 \times 3 \times 3,3 \times 3 \times 3,1,1,1,1,18.766000
UN19_1028_em_396,ok,,84,123,I R,I R,I R,1,1,1,1,16.705200
ISICal19_1203_em_787,ok,,71,370,"F ( x , y ) = \sin x e ^ { y }","F ( x , y ) = \sin x e ^ { y }","F ( x , y ) = \sin x e ^ { y }",1,1,1,1,65.567300
UN19_1012_em_174,ok,,172,265,- \frac { 4 } { \sqrt { 7 } },- \frac { 4 } { \sqrt { 7 } },- \frac { 4 } { \sqrt { 7 } },1,1,1,1,72.869800
UN19wb_1116_em_1116,ok,,78,661,( a - b ) - ( k - b - c ) \times ( a - b ) = ( a - k + c ) \times ( a - b ),( a - b ) - ( k - b - c ) \times ( a - b ) = ( a - k + c ) \times ( a - b ),( a - b ) - ( k - b - c ) \times ( a - b ) = ( a - b + c ) \times ( a - b ),0,0,0,0,222.803600
UN19wb_1118_em_1154,ok,,129,277,\lim _ { x \rightarrow \pm \infty } P ( \frac { e ^ { i k x } } { k } ),\lim \limits _ { x \rightarrow \pm \infty } P ( \frac { e ^ { i k x } } { k } ),\lim _ { x \rightarrow \pm \infty } p ( \frac { e ^ { x } } { k } ),0,0,0,0,99.002000
UN19_1010_em_147,ok,,103,267,X \times X,X \times X,X \times X,1,1,1,1,46.823500
UN19_1028_em_403,ok,,136,360,\int d y f ( y ) = 1,\int d y f ( y ) = 1,\int d y f ( y ) = 1,1,1,1,1,90.473900
ISICal19_1205_em_812,ok,,65,161,\cos n \sigma,\cos n \sigma,\cos r \sigma,0,0,0,0,46.948600
UN19_1043_em_629,ok,,186,389,x + R,x + R,x + \sqrt { 0 },0,0,0,0,140.252500
UN19_1031_em_447,ok,,114,315,\alpha = \frac 1 { 2 b } - \frac { b } { 2 },\alpha = \frac { 1 } { 2 b } - \frac { b } { 2 },\alpha = \frac { 1 } { 2 b } - \frac { b } { 2 },0,0,1,1,90.933200
UN19_1030_em_420,ok,,93,339,\tan { \theta } = 0,\tan \theta = 0,\tan \theta = 0,0,0,1,1,24.079900
ISICal19_1211_em_891,ok,,100,604,a [ 1 ] = a _ { 1 } + \frac { 3 } { 2 } a _ { 2 } + 2 a _ { 3 } + a _ { 4 } + \frac { 1 1 } { 2 },a [ 1 ] = a _ { 1 } + \frac { 3 } { 2 } a _ { 2 } + 2 a _ { 3 } + a _ { 4 } + \frac { 1 1 } { 2 },a [ 1 ] = a _ { 1 } + \frac { 3 } { 2 } a _ { 2 } + 2 a _ { 3 } + a _ { 4 } + \frac { 1 } { 2 },0,0,0,0,194.409500
UN19_1020_em_282,ok,,111,236,x + u,x + u,X + u,0,0,0,0,60.861900
UN19_1017_em_227,ok,,100,290,x ^ { 4 } - x ^ { 9 },x ^ { 4 } - x ^ { 9 },x ^ { 4 } - x ^ { 9 },1,1,1,1,60.351100
UN19_1025_em_351,ok,,162,122,\frac { 1 } { \sqrt { 2 } },\frac { 1 } { \sqrt { 2 } },\frac { 1 } { \sqrt { 2 } },1,1,1,1,123.329400
UN19_1040_em_581,ok,,175,100,\frac { 1 } { 7 },\frac { 1 } { 7 },\frac { 1 } { T },0,0,0,0,106.472800
UN19_1024_em_336,ok,,100,307,1 + 5 + 7,1 + 5 + 7,1 + 5 + 7,1,1,1,1,20.968000
UN19_1032_em_456,ok,,108,401,1 - \cos x,1 - \cos x,1 - \cos x,1,1,1,1,69.521600
UN19_1033_em_474,ok,,148,580,V _ { n - 1 } = \int d ^ { n - 1 } x \sqrt { h },V _ { n - 1 } = \int d ^ { n - 1 } x \sqrt { h },V _ { n - 1 } = \int d ^ { n - 1 } x \sqrt { h },1,1,1,1,170.319200
UN19_1034_em_489,ok,,138,451,\tan \beta = 8 0,\tan \beta = 8 0,t \tan ( B = 8 0,0,0,0,0,71.473500
UN19_1005_em_66,ok,,159,574,h _ { 0 } = \frac { 7 } { 2 \sqrt { 3 } } \sqrt { a ^ { 2 } + 1 2 n ^ { 2 } },h _ { 0 } = \frac { 7 } { 2 \sqrt { 3 } } \sqrt { a ^ { 2 } + 1 2 n ^ { 2 } },h _ { 0 } = \frac { 7 } { 2 \sqrt { 3 } } \sqrt { a ^ { 2 } + 1 2 n ^ { 2 } },1,1,1,1,187.802600
UN19_1029_em_405,ok,,179,281,\cos ( \frac { c \pi } { 2 } ),\cos ( \frac { c \pi } { 2 } ),\cos ( \frac { ( \pi } { 2 } ),0,0,0,0,175.648200
