index,sample_id,image_file,ground_truth_modelo1,ground_truth_modelo2,status,error,height,width,posformer_height,posformer_width,san_prediction,posformer_prediction,san_time_ms,posformer_time_ms,san_native_correct,posformer_native_correct,native_outcome,common_ground_truth,san_common_prediction,posformer_common_prediction,san_common_correct,posformer_common_correct,common_outcome
691,503_em_30,503_em_30.bmp,\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },ok,,135,400,135,400,\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },118.08309999997846,359.40210000001116,1,1,Ambos aciertan,\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },\frac { - 6 x } { - 6 } < \frac { 1 8 } { - 6 },1,1,Ambos aciertan
692,34_em_243,34_em_243.bmp,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,ok,,103,243,103,243,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,137.72149999999783,184.03319999998757,1,1,Ambos aciertan,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,\frac { 1 } { \sqrt { \pi } } \sqrt { \pi } = 1,1,1,Ambos aciertan
693,37_em_1,37_em_1.bmp,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },ok,,85,332,85,332,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },31.777000000033695,262.5306000000478,1,1,Ambos aciertan,p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },p _ { 1 } = - p _ { 2 } + p _ { 5 } - p _ { 6 },1,1,Ambos aciertan
694,35_em_2,35_em_2.bmp,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),ok,,98,359,98,359,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),83.06290000001582,303.00069999998414,1,1,Ambos aciertan,( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),( x + 2 y ) ( x ^ { 2 } - 2 x y + 4 y ^ { 2 } ),1,1,Ambos aciertan
695,27_em_110,27_em_110.bmp,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,ok,,78,491,78,491,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,163.16530000000284,359.6031000000153,1,1,Ambos aciertan,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,( 2 9 ) - 2 ( 1 6 ) + ( 3 ) = 2 9 - 3 2 + 3 = 0,1,1,Ambos aciertan
696,RIT_2014_108,RIT_2014_108.bmp,\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },ok,,182,249,182,249,\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },210.23750000000518,478.22109999998474,1,1,Ambos aciertan,\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },\frac { 2 ^ { 2 } + 7 } { 2 ^ { 5 } 7 ^ { 2 } },1,1,Ambos aciertan
697,518_em_425,518_em_425.bmp,( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },ok,,99,534,99,534,( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },111.50470000001178,282.65539999995326,1,1,Ambos aciertan,( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },( \sin ( x ) ) ^ { 2 } + ( \cos ( x ) ) ^ { 2 },1,1,Ambos aciertan
698,36_em_39,36_em_39.bmp,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,ok,,132,462,132,462,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,171.8506000000275,399.5688999999629,0,0,Ambos fallan,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = 1 + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,\frac { ( 3 ) ( 3 + 1 ) } { 2 } = 6 = t + 2 + 3,0,0,Ambos fallan
699,RIT_2014_44,RIT_2014_44.bmp,\sin 3 x - \sqrt { 3 } \cos 3 x = - \sqrt { 3 },\sin 3 x - \sqrt { 3 } \cos 3 x = - \sqrt { 3 },ok,,82,329,82,329,6 m 3 3 - \sqrt { 3 } \cos 3 ) = \sqrt { 3 },6 m 3 3 5 - \sqrt { 3 } \cos 3 5 = \sqrt { 3 },29.259499999966465,218.18490000003976,0,0,Ambos fallan,\sin 3 x - \sqrt { 3 } \cos 3 x = - \sqrt { 3 },6 m 3 3 - \sqrt { 3 } \cos 3 ) = \sqrt { 3 },6 m 3 3 5 - \sqrt { 3 } \cos 3 5 = \sqrt { 3 },0,0,Ambos fallan
700,517_em_412,517_em_412.bmp,( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),ok,,135,643,135,643,( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),184.04350000002978,444.1908000000012,1,1,Ambos aciertan,( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),( x ^ { 2 } + 2 x + 2 ) ( x ^ { 2 } - 2 x + 2 ),1,1,Ambos aciertan
701,18_em_18,18_em_18.bmp,\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },ok,,81,290,81,290,\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },28.949000000011438,204.6728999999914,1,1,Ambos aciertan,\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },\theta _ { 3 } = \theta _ { 1 } + \theta _ { 2 },1,1,Ambos aciertan
702,RIT_2014_274,RIT_2014_274.bmp,\alpha ( a b ) = ( \alpha a ) b = a ( \alpha b ),\alpha ( a b ) = ( \alpha a ) b = a ( \alpha b ),ok,,76,320,76,320,\alpha ( a b ) = ( x a ) b = a ( x ),\alpha ( a b ) = ( ( a a ) ) b = a ( x y ),34.365600000000995,257.2116000000051,0,0,Ambos fallan,\alpha ( a b ) = ( \alpha a ) b = a ( \alpha b ),\alpha ( a b ) = ( x a ) b = a ( x ),\alpha ( a b ) = ( ( a a ) ) b = a ( x y ),0,0,Ambos fallan
703,512_em_283,512_em_283.bmp,x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },ok,,110,386,110,386,x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },169.72250000003442,449.9288999999749,1,1,Ambos aciertan,x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },x ^ { 2 } + 2 x y + y ^ { 2 } = ( x + y ) ^ { 2 },1,1,Ambos aciertan
704,RIT_2014_159,RIT_2014_159.bmp,\frac { ( X ) ( X ) ( X ) ( X ) ( X ) } { ( X ) },\frac { ( X ) ( X ) ( X ) ( X ) ( X ) } { ( X ) },ok,,125,240,125,240,\frac { ( X ( X ) X ) ( X X ) } { ( x },\frac { ( X ) ( X ) ( X ) ( X ) ( X ) } { ( X ) },64.35260000000653,304.9048999999968,0,1,Solo PosFormer,\frac { ( X ) ( X ) ( X ) ( X ) ( X ) } { ( X ) },\frac { ( X ( X ) X ) ( X X ) } { ( x },\frac { ( X ) ( X ) ( X ) ( X ) ( X ) } { ( X ) },0,1,Solo PosFormer
705,29_em_153,29_em_153.bmp,( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },ok,,109,536,109,536,( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },139.21139999996512,352.1698999999785,1,1,Ambos aciertan,( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },( a - b ) ^ { 2 } = a ^ { 2 } - 2 a b + b ^ { 2 },1,1,Ambos aciertan
706,505_em_53,505_em_53.bmp,\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },ok,,115,309,115,309,\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },117.56839999998192,246.52389999999968,1,1,Ambos aciertan,\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },\sigma _ { x } = \sqrt { \sigma _ { x } ^ { 2 } },1,1,Ambos aciertan
707,517_em_403,517_em_403.bmp,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,ok,,108,757,108,757,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,173.8790999999651,529.0696000000139,1,1,Ambos aciertan,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,i _ { 1 } - i _ { 2 } - i _ { 3 } - i _ { 0 } = 0,1,1,Ambos aciertan
708,34_em_238,34_em_238.bmp,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,ok,,101,478,101,478,x _ { 1 } + x _ { 2 } + \ldots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,184.7634999999741,392.8417000000195,0,1,Solo PosFormer,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \ldots + x _ { n } \neq 0,x _ { 1 } + x _ { 2 } + \cdots + x _ { n } \neq 0,0,1,Solo PosFormer
709,RIT_2014_226,RIT_2014_226.bmp,b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },ok,,95,313,95,313,b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },70.06250000000591,348.3975999999984,1,1,Ambos aciertan,b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },b ^ { - 1 } c ^ { - 1 } = b ^ { - 1 } a ^ { - 1 },1,1,Ambos aciertan
710,31_em_193,31_em_193.bmp,"r _ { i } + d r _ { i } , p _ { i } + d p _ { i }","r _ { i } + d r _ { i } , p _ { i } + d p _ { i }",ok,,102,673,102,673,"\gamma _ { i } + d f _ { i } , p _ { i } + d p i","\gamma _ { i } + d \gamma _ { i } , f _ { i } + d p _ { i }",112.53410000000486,303.564300000005,0,0,Ambos fallan,"r _ { i } + d r _ { i } , p _ { i } + d p _ { i }","\gamma _ { i } + d f _ { i } , p _ { i } + d p i","\gamma _ { i } + d \gamma _ { i } , f _ { i } + d p _ { i }",0,0,Ambos fallan
711,RIT_2014_56,RIT_2014_56.bmp,a _ { 1 } + 2 a _ { 2 } x + 3 a _ { 3 } x ^ { 2 },a _ { 1 } + 2 a _ { 2 } x + 3 a _ { 3 } x ^ { 2 },ok,,107,431,107,431,a _ { 1 } + 2 a _ { 2 } x + 3 ( 3 x ^ { 2 },a _ { 1 } + 2 a _ { 2 } x + 3 a _ { 3 } x ^ { 2 },131.9791999999893,344.3674000000101,0,1,Solo PosFormer,a _ { 1 } + 2 a _ { 2 } x + 3 a _ { 3 } x ^ { 2 },a _ { 1 } + 2 a _ { 2 } x + 3 ( 3 x ^ { 2 },a _ { 1 } + 2 a _ { 2 } x + 3 a _ { 3 } x ^ { 2 },0,1,Solo PosFormer
712,26_em_88,26_em_88.bmp,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },ok,,127,474,127,474,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },69.036600000004,343.1691999999771,1,1,Ambos aciertan,v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },v ^ { 2 } - v _ { v } ^ { 2 } = v _ { v } ^ { 2 },1,1,Ambos aciertan
713,512_em_286,512_em_286.bmp,\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },ok,,176,287,176,287,\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },107.76859999998578,344.5795000000089,1,1,Ambos aciertan,\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },\frac { e ^ { a } } { e ^ { b } } = e ^ { a - b },1,1,Ambos aciertan
714,18_em_12,18_em_12.bmp,\frac { p e ^ { t } } { 1 - ( 1 - p ) e ^ { t } },\frac { p e ^ { t } } { 1 - ( 1 - p ) e ^ { t } },ok,,173,294,173,294,\frac { p l ^ { t } } { 1 - ( 1 - p ) e ^ { t } },\frac { p l ^ { t } } { 1 - ( 1 - b ) e ^ { t } },109.75340000004508,306.6827000000103,0,0,Ambos fallan,\frac { p e ^ { t } } { 1 - ( 1 - p ) e ^ { t } },\frac { p l ^ { t } } { 1 - ( 1 - p ) e ^ { t } },\frac { p l ^ { t } } { 1 - ( 1 - b ) e ^ { t } },0,0,Ambos fallan
715,505_em_47,505_em_47.bmp,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,ok,,92,718,92,718,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,147.54990000000134,414.3713999999932,1,1,Ambos aciertan,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,5 + 3 = ( 1 + 1 + 1 + 1 + 1 ) + ( 1 + 1 + 1 ) = 8,1,1,Ambos aciertan
716,509_em_98,509_em_98.bmp,\sigma _ { p } = \sqrt { \sigma _ { p } ^ { 2 } },\sigma _ { p } = \sqrt { \sigma _ { p } ^ { 2 } },ok,,99,272,99,272,\sigma _ { p } = \sqrt { \sigma ^ { 2 } },\sigma _ { p } = \sqrt { \sigma _ { p } ^ { 2 } },95.13010000000577,213.9583000000016,0,1,Solo PosFormer,\sigma _ { p } = \sqrt { \sigma _ { p } ^ { 2 } },\sigma _ { p } = \sqrt { \sigma ^ { 2 } },\sigma _ { p } = \sqrt { \sigma _ { p } ^ { 2 } },0,1,Solo PosFormer
717,507_em_69,507_em_69.bmp,c = \frac { w } { 2 } - \frac { w ^ { 2 } } { 4 },c = \frac { w } { 2 } - \frac { w ^ { 2 } } { 4 },ok,,159,367,159,367,( = \frac { w } { 2 } - \frac { w } { 4 },( = \frac { w } { 2 } - \frac { w ^ { 2 } } { 4 },98.54609999996455,278.95879999999806,0,0,Ambos fallan,c = \frac { w } { 2 } - \frac { w ^ { 2 } } { 4 },( = \frac { w } { 2 } - \frac { w } { 4 },( = \frac { w } { 2 } - \frac { w ^ { 2 } } { 4 },0,0,Ambos fallan
718,27_em_116,27_em_116.bmp,v _ { 7 } + v _ { 3 } + v _ { 4 } - v _ { 8 } = 0,v _ { 7 } + v _ { 3 } + v _ { 4 } - v _ { 8 } = 0,ok,,85,468,85,468,u _ { 1 } + v _ { 3 } + u _ { 4 } - v _ { 8 } = 0,u _ { 1 } + v _ { 3 } + u _ { 4 } - v _ { 8 } = 0,126.13820000001397,282.62569999998277,0,0,Ambos fallan,v _ { 7 } + v _ { 3 } + v _ { 4 } - v _ { 8 } = 0,u _ { 1 } + v _ { 3 } + u _ { 4 } - v _ { 8 } = 0,u _ { 1 } + v _ { 3 } + u _ { 4 } - v _ { 8 } = 0,0,0,Ambos fallan
719,502_em_1,502_em_1.bmp,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,ok,,127,849,127,849,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,174.43050000002813,568.7679000000117,1,1,Ambos aciertan,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,x ^ { 8 } + x ^ { 6 } + x ^ { 4 } + x ^ { 2 } + 1,1,1,Ambos aciertan
720,RIT_2014_6,RIT_2014_6.bmp,e ^ { m x } y = \frac { n } { m } e ^ { m x } + C,e ^ { m x } y = \frac { n } { m } e ^ { m x } + C,ok,,142,491,142,491,e ^ { n x } y = \frac { n } { m } e ^ { n x } + C,e ^ { m x } y = \frac { n } { m } e ^ { m x } + C,131.65679999997337,389.03950000002396,0,1,Solo PosFormer,e ^ { m x } y = \frac { n } { m } e ^ { m x } + C,e ^ { n x } y = \frac { n } { m } e ^ { n x } + C,e ^ { m x } y = \frac { n } { m } e ^ { m x } + C,0,1,Solo PosFormer
721,27_em_117,27_em_117.bmp,\cos \theta \sin \theta + \theta + \theta ^ { 2 },\cos \theta \sin \theta + \theta + \theta ^ { 2 },ok,,98,529,98,529,\cos \theta \sin \theta + \theta + \theta ^ { 2 },\cos \theta \sin \theta + \theta + \theta ^ { 2 },64.78720000001204,158.25119999999515,1,1,Ambos aciertan,\cos \theta \sin \theta + \theta + \theta ^ { 2 },\cos \theta \sin \theta + \theta + \theta ^ { 2 },\cos \theta \sin \theta + \theta + \theta ^ { 2 },1,1,Ambos aciertan
722,516_em_387,516_em_387.bmp,5 - 3 = ( 1 + 1 + 1 + 1 + 1 ) - ( 1 + 1 + 1 ) = 2,5 - 3 = ( 1 + 1 + 1 + 1 + 1 ) - ( 1 + 1 + 1 ) = 2,ok,,82,595,82,595,5 = 3 = ( 1 + 1 + 1 + 1 + 1 ) ( 1 + 1 + 1 4 2,5 = 3 = ( 1 + 1 + 1 + 1 + 1 ) ( 1 + 1 + 1 ) t 2,44.690600000024006,356.38749999998254,0,0,Ambos fallan,5 - 3 = ( 1 + 1 + 1 + 1 + 1 ) - ( 1 + 1 + 1 ) = 2,5 = 3 = ( 1 + 1 + 1 + 1 + 1 ) ( 1 + 1 + 1 4 2,5 = 3 = ( 1 + 1 + 1 + 1 + 1 ) ( 1 + 1 + 1 ) t 2,0,0,Ambos fallan
723,RIT_2014_25,RIT_2014_25.bmp,\sin ( t ) / \cos ( t ) = \sin ( t ) / \cos ( t ),\sin ( t ) / \cos ( t ) = \sin ( t ) / \cos ( t ),ok,,89,400,89,400,\sin ( t ) / ( \cos ( t ) = \sin _ { n } ( t ) ( \cos ( y ) ),\sin ( t ) ( \cos ( t ) = \sin ( t ) ( \cos ( y ),87.90450000003602,294.3364999999858,0,0,Ambos fallan,\sin ( t ) / \cos ( t ) = \sin ( t ) / \cos ( t ),\sin ( t ) / ( \cos ( t ) = \sin _ { n } ( t ) ( \cos ( y ) ),\sin ( t ) ( \cos ( t ) = \sin ( t ) ( \cos ( y ),0,0,Ambos fallan
724,34_em_230,34_em_230.bmp,( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },ok,,99,464,99,464,( a + b ) ^ { v } = a ^ { v } + 2 a b + b ^ { v },( a + b ) ^ { r } = a ^ { v } + 2 a b + b ^ { r },121.99590000000171,299.24620000002733,0,0,Ambos fallan,( a + b ) ^ { 2 } = a ^ { 2 } + 2 a b + b ^ { 2 },( a + b ) ^ { v } = a ^ { v } + 2 a b + b ^ { v },( a + b ) ^ { r } = a ^ { v } + 2 a b + b ^ { r },0,0,Ambos fallan
725,RIT_2014_27,RIT_2014_27.bmp,\log _ { b } ( y ^ { a } ) = a \log _ { b } ( y ),\log _ { b } ( y ^ { a } ) = a \log _ { b } ( y ),ok,,96,240,96,240,\log _ { 6 } ( y ^ { 2 } = a ( \log _ { 6 } ( y ),\log _ { b } ( y ^ { 2 } ) = a \log _ { 0 } ( y ),97.8643000000261,221.65910000001077,0,0,Ambos fallan,\log _ { b } ( y ^ { a } ) = a \log _ { b } ( y ),\log _ { 6 } ( y ^ { 2 } = a ( \log _ { 6 } ( y ),\log _ { b } ( y ^ { 2 } ) = a \log _ { 0 } ( y ),0,0,Ambos fallan
726,513_em_300,513_em_300.bmp,\log _ { a } x y = \log _ { a } x + \log _ { a } y,\log _ { a } x y = \log _ { a } x + \log _ { a } y,ok,,117,438,117,438,\log _ { a } x y = \log _ { a } x + \log _ { 4 } y,\log _ { a } x y = \log _ { a } x + \log _ { q } y,152.06420000004073,389.6694000000025,0,0,Ambos fallan,\log _ { a } x y = \log _ { a } x + \log _ { a } y,\log _ { a } x y = \log _ { a } x + \log _ { 4 } y,\log _ { a } x y = \log _ { a } x + \log _ { q } y,0,0,Ambos fallan
727,34_em_240,34_em_240.bmp,\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),ok,,120,578,120,578,\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),150.95839999997906,383.7963000000286,1,1,Ambos aciertan,\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),\cos ( 3 x ) = 4 \cos ^ { 3 } ( x ) - 3 \cos ( x ),1,1,Ambos aciertan
728,515_em_364,515_em_364.bmp,\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ),\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ),ok,,122,680,122,680,\sin x - \sin y = z \cos ( \frac { x + y } { 2 } ),\sin x - \sin y = z \cos ( \frac { x + y } { 2 } ),153.16020000000208,344.88629999998466,0,0,Ambos fallan,\sin x - \sin y = 2 \cos ( \frac { x + y } { 2 } ),\sin x - \sin y = z \cos ( \frac { x + y } { 2 } ),\sin x - \sin y = z \cos ( \frac { x + y } { 2 } ),0,0,Ambos fallan
729,28_em_126,28_em_126.bmp,\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { a },\frac { \sum \limits _ { k = 1 } ^ { N } k ^ { 2 } } { a },ok,,215,324,215,324,\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { \frac { N } { 0 } },\frac { \sum \limits _ { k = 1 } ^ { N } k ^ { 2 } } { \Delta },155.2049000000011,394.89739999999074,0,0,Ambos fallan,\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { a },\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { \frac { N } { 0 } },\frac { \sum _ { k = 1 } ^ { N } k ^ { 2 } } { \Delta },0,0,Ambos fallan
730,RIT_2014_197,RIT_2014_197.bmp,k _ { i } = \frac { x _ { i } } { \sum x _ { i } },k _ { i } = \frac { x _ { i } } { \sum x _ { i } },ok,,139,259,139,259,k _ { i } = \frac { X _ { i } } { \sum X _ { i } },t _ { i } = \frac { X _ { i } } { \sum x _ { i } },67.98279999998158,339.56960000000436,0,0,Ambos fallan,k _ { i } = \frac { x _ { i } } { \sum x _ { i } },k _ { i } = \frac { X _ { i } } { \sum X _ { i } },t _ { i } = \frac { X _ { i } } { \sum x _ { i } },0,0,Ambos fallan
731,32_em_205,32_em_205.bmp,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,ok,,90,444,90,444,( a + i ) - ( c + d i ) = ( a - c ) + ( e - a ) i,( a + i ) - ( c + d i ) = ( a - c ) - ( b e - d ) i,78.1289999999899,379.0781000000152,0,0,Ambos fallan,( a + b i ) - ( c + d i ) = ( a - c ) + ( b - d ) i,( a + i ) - ( c + d i ) = ( a - c ) + ( e - a ) i,( a + i ) - ( c + d i ) = ( a - c ) - ( b e - d ) i,0,0,Ambos fallan
